D161,D162,D163,D164,D165,D166,D167,D168,D169,D170,D171,D172,D173,D174,D175,D176,D177,D178,D179,D180,D181,D182,D183,D184,D185,D186,D187,D188,D189,D190,D191,D192,D193,D194,D195,D196,D197,D198,D199,D200,D201,D202,D203,D204,D205,D206,D207,D208,D209,D210,D211,D212,D213,D214,D215,D216,D217,D218,D219,D220,D221,D222,D223,D224,D225,D226,D227,D228,D229,D230,D231,D232,D233,D234,D235,D236,D237,D238,D239,D240,D241,D242,D243,D244,D245,D246,D247,D248,D249,D250,D251,D252,D253,D254,D255,D256,D257,D258,D259,D260
274.4380175709689,-233.471010832284,10.080578254593245,152.6120371758849,-228.58755862537993,-342.65009104895955,110.49857333441116,408.12462023445687,72.72098417231017,6.480867951900871,-25.61691125704997,126.95494653274821,-120.51181278115612,-185.605966969218,139.0675263780214,37.62528369902424,-3.9441604739043035,105.65489120817332,-69.795055207985,-238.93764205993665,80.14766325911945,-15.218203648259847,59.01481874465544,59.832599957678035,146.7591096529344,-33.993945775052616,139.0675263780214,-84.48756546281429,101.34982454538661,-59.832599957678035,194.29498347191074,-419.0170373485518,168.2461668255269,-419.0170373485518,59.832599957678035,-116.6312896416747,9.046513872376883,4.138907160608315,36.740591495559435,157.20562061165663,419.0170373485518,129.52865401916262,-46.5200775887628,-9.046513872376883,-59.832599957678035,-102.75299484541551,-2.1122732315465456,11.589824697186055,157.20562061165663,76.49895464417244,-143.96459003522523,-98.3916705466956,7.659863229756354,165.69212274737532,59.832599957678035,266.29974791860116,-55.86237866499991,-123.5492054659658,61.246982308886416,43.74106243284822,15.885053248193547,-101.37472971047735,-65.76538988885666,184.90391699460443,172.94475281647289,-139.0675263780214,102.82017238835132,-239.70775848599652,152.6120371758849,-11.663965918672396,-273.20995568624613,198.6105809619673,-31.697437669959783,-247.98640572233398,-111.62980863067223,60.848296547845656,-52.83355488035519,54.75977979299618,328.1258860417811,146.7591096529344,83.45556052804076,-9.046513872376883,94.98503529766353,124.24296028309458,59.832599957678035,-126.87157237150616,-15.734567907566934,-52.09259972106447,-45.14348152231362,-183.57181859135633,-10.130662212848542,-24.675339232845513,-41.262557977144894,12.545735480700795,-321.5450180917016,-52.83355488035519,-68.05724560342772,-285.57373190617875,-33.993945775052616,-15.761294363341115
-229.57278609440522,82.40800307508817,213.15847761970156,6.295850126893052,215.27780861860597,241.28410559535848,18.145129228115835,-328.1193997599344,-64.21394689951333,-32.478259899793834,30.880948578390186,267.64143498084206,83.41744664030111,75.98451242300808,-104.62839342501958,76.85522231150512,-2.0704821927053443,223.74997344061043,98.36930839370629,240.6069935201232,-11.179116625876942,9.778059207624656,-86.45101757818196,-67.7331301516244,326.59877431558516,-54.8205206605872,-104.62839342501958,-24.780842408537367,-32.037123351430104,67.7331301516244,-86.80736132532316,386.6010136139075,-25.821272959788615,386.6010136139075,-67.7331301516244,21.63241780191233,-72.45009816757026,-6.712743692384452,-8.96528794422071,-76.29925452045988,-386.6010136139075,-4.949447224924029,70.61334278086849,72.45009816757026,67.7331301516244,-219.71613372583005,30.272798519400187,14.134737519431852,-76.29925452045988,41.70321572553405,-173.70205638816248,56.98358720770019,79.07821200796346,-132.85615185414275,-67.7331301516244,-307.75330565170736,67.59352445092568,33.00446874401427,36.02553236983929,23.65542195595406,-35.5598604807393,-8.964610833583201,77.13084615319825,-71.29323748838327,-255.43588433574138,104.62839342501958,8.96274236933595,129.7215733052267,6.295850126893052,197.67586890266696,117.10803466224468,-18.08754178832182,35.64659476388455,26.415639135755136,99.70340737334,51.36039365855186,4.5185453319162265,-245.8607330515519,-270.816482404979,326.59877431558516,-58.170112096791435,72.45009816757026,-61.503484764256434,-67.59963963360462,-67.7331301516244,105.26874786580068,-63.21738313314282,63.479406338746365,56.304081877198044,31.679355483309166,-4.041934255320285,14.003344499626742,12.469321869225107,-27.052521088540225,241.61837767614998,4.5185453319162265,32.631235670040724,217.51528330195882,-54.8205206605872,18.18005204957393
124.96101303233199,23.680237335082143,61.735782959004794,-31.945161113951215,-64.96999302866632,-55.813948795713415,-3.098405810553909,138.17191985917646,-66.88017311362017,31.893862268954596,-10.396538713796819,104.90108230065384,67.7511791578176,-17.190042379572454,-120.8463355485144,58.046671895815074,-9.220427549588079,107.47322885721206,68.77038848467738,-71.62096770180763,14.326448565376035,-26.814917811258024,69.93444175120304,40.9528719015012,148.97935242654736,-0.958689060066686,-120.8463355485144,41.87497130587754,-65.75445976230789,-40.9528719015012,23.968633338647926,-129.7066875554034,9.482135722215116,-129.7066875554034,40.9528719015012,17.878533999999355,-7.252808535612548,4.509403775535291,39.55567467619439,65.46450116940258,129.7066875554034,-4.517850691813514,-51.445411994614744,7.252808535612548,-40.9528719015012,-80.24859171971521,27.196513033792126,7.226041874417069,65.46450116940258,-78.29735150763129,-131.69645311808924,-62.58171581993417,63.8641686456168,108.30183297905556,40.9528719015012,89.31947628553485,-79.25587901652965,-7.302457275863614,29.980147261256185,74.43259779936501,45.23239290730173,28.836746923350745,-70.95311992325801,-1.1253475890936713,112.35659553614117,120.8463355485144,-29.041366718017812,33.92887140796061,-31.945161113951215,83.36888609032272,-29.62805193493244,-29.14562013633125,-6.7850850804245475,-2.4615195640350938,75.14511974888968,-73.42798350127741,-41.88975383554586,-90.33688042546584,120.00338023319294,148.97935242654736,-105.96755359543413,7.252808535612548,42.860928985988195,69.43016160205411,40.9528719015012,12.271918257154585,-36.844087326081635,-61.72807939751909,-68.98825067284459,27.655969052007002,5.772822965335621,-20.818072743959195,36.987473401882625,32.16877692658744,-91.22143800998384,-41.88975383554586,82.32123766559157,-95.60801827257586,-0.958689060066686,-32.08913903925101
-73.28808052884432,-192.8817709930971,-57.67585511307381,-44.196213556175344,195.2046382689845,213.4327902481004,256.52286886439384,-297.21244465989344,48.31100050775759,22.937740923737426,3.6025676005070553,50.61794983645747,-39.07026257784587,-254.2335867064899,80.5975771433163,68.73453530929157,-3.0836422792468334,-122.71800866185657,87.87383591337576,187.60118650022198,90.47117150316076,8.348321817136604,89.41167342285294,-19.76841563052675,-168.51536420010808,-235.79627483833627,80.5975771433163,33.533219737688405,177.9088336672282,19.76841563052675,248.20833190490163,333.8257190362563,-32.26027528589409,333.8257190362563,-19.76841563052675,26.805648054061532,-76.52492876956762,-6.712743692384452,-17.30900157840758,-85.59199722258477,-333.8257190362563,-49.223788682985486,-2.535827235460765,76.52492876956762,19.76841563052675,-45.923743773805676,71.33574708106255,-12.550336506639844,-85.59199722258477,-119.46597493346687,129.57699409751797,-35.838730911271,-88.47798065607661,12.46053373780897,-19.76841563052675,-401.4369801473831,-88.96841100261345,33.200282320348144,158.94137826277026,-83.0077047681779,-1.2672877596121292,30.688216687759766,-56.06392735958303,275.4532718009726,-217.55498536745543,-80.5975771433163,-31.089708872120234,-242.30148047757436,-44.196213556175344,-81.50157451231752,-361.2516076445524,-44.19900212732214,-2.387633205792742,-229.2905015687751,-51.506840800037125,-92.40322147655922,13.734377790703032,312.0174426027105,-240.94456907695772,-168.51536420010808,72.26547840981605,76.52492876956762,-54.181299873092186,-78.04076745419084,-19.76841563052675,-164.80288326330987,78.40178707289986,-90.36650353956527,-64.87717249587878,31.679355483309166,0.5547956178087254,22.573474887261654,-267.97480542555974,5.169091739867687,250.3880094063083,13.734377790703032,-45.79723160633617,177.80829202300265,-235.79627483833627,23.57981170617406
-126.7305198567498,-19.07759351552486,-141.9829724248529,-57.650211716240584,73.83068298739296,121.50979713196325,-1.7708622492309107,-32.90064794087746,168.00253207317843,-24.081896138652734,14.187891942629214,-33.12776057588583,-157.48777670754865,-26.104782662028526,235.5216032177539,-83.04286861122489,0.7918227649411982,-126.37795701154838,-62.59850939086178,60.19456111602734,169.61951637075478,-2.1097586831968855,45.539475749966854,7.785782073082598,-184.05706361539865,-133.81787367468405,235.5216032177539,22.746229768507337,213.45384381761463,-7.785782073082598,31.389528840183484,181.2224576069033,-40.53899256231542,181.2224576069033,7.785782073082598,30.40682852701036,33.495497484360804,3.38816401983523,5.581498488757447,135.85208418975267,-181.2224576069033,-49.93513569419035,11.742587184760989,-33.495497484360804,-7.785782073082598,30.62442834535745,-40.879415528163364,-56.3262660975206,135.85208418975267,-19.045171522858652,120.07739065077133,-75.24762265845084,-208.4639276018076,84.35376915289527,7.785782073082598,-222.11121657912346,-2.990993149691296,-1.6853988621466685,77.76126144408204,-162.9735799356068,11.671480906300847,37.670079172142486,-29.13743362090608,2.451915149106199,-108.01985582060442,-235.5216032177539,-38.22414039474395,-161.5468829077227,-57.650211716240584,-54.7819602870388,-41.36693886270645,-54.12247961467213,21.761192229024637,27.973732451738787,-217.1545676708932,-54.589920214739955,25.58330523771464,107.94765258752034,-143.88539068064492,-184.05706361539865,132.32487395248262,-33.495497484360804,122.03494148622308,124.97964710794199,7.785782073082598,-57.75695987235226,141.56198640678372,5.671460303566121,-5.899542780062325,31.679355483309166,37.3477486070409,6.748669122879509,50.27215146797351,5.211166282862957,10.124695358570126,25.58330523771464,-131.1425599259379,150.33274019226553,-133.81787367468405,-39.031687169165444
22.750673186121787,58.9700172274125,-102.21171592057395,-136.66475149864726,-142.27073783003036,-86.08361122693096,-130.40370646643495,64.83046041005178,134.80920985007447,-47.5917146698478,29.77833328121287,-12.96569786425502,1.016507824615445,132.70909386856596,127.54425171132772,31.79552633522811,-7.213289480726139,-175.54272342187363,50.31978510908876,-172.83473798947992,148.24269314176368,-3.0837078448496067,-27.064305313654714,-74.87681103774534,-244.00361850294874,-220.7149619901905,127.54425171132772,51.05681519618828,196.00402936297004,74.87681103774534,-144.35606936487088,-176.12351290683162,-111.25303596508085,-176.12351290683162,-74.87681103774534,97.03077297276106,106.84244832031324,-6.712743692384452,-82.40614636424309,-85.39427929275233,176.12351290683162,-188.10125819208378,86.4057946185899,-106.84244832031324,74.87681103774534,10.4853136130084,-110.30104101435302,-89.04488245870792,-85.39427929275233,-0.4487264468200678,221.39432376074024,25.664146315110774,-186.755959827347,-109.99768099075041,-74.87681103774534,-36.699578612889695,17.6766898234804,33.17468690346484,69.0957816100847,-195.34792334217636,-50.44938234018318,96.90162425203451,98.56727078678745,-125.90870648567966,148.47490586827166,-127.54425171132772,-98.11732544438038,37.11767827601869,-136.66475149864726,-28.007479354238786,199.2802431566637,-97.31837862796122,36.428629432374905,257.4529755488461,-85.24287055660827,3.210362557510061,126.79289384760536,48.245293312320214,30.36675395492034,-244.00361850294874,104.88892301351402,-106.84244832031324,-54.55296080253911,-78.43290831315461,-74.87681103774534,-25.79689250247533,64.21326659357113,19.66422650676848,14.55035466533633,31.679355483309166,71.71216299627787,94.85363117542771,-13.784738533214856,-41.05093680238187,-78.9234206077379,126.79289384760536,-47.2863395917173,-46.14828274436708,-220.7149619901905,24.35120594283122
-180.68235240234023,71.79012331638467,-698.7860801723873,-10.41876405784684,199.5708502428142,224.95700684821418,-80.90547712296026,-307.8378396357108,29.007705544713108,-12.662841423500835,14.227729600057158,-881.9738254530878,20.24681017145076,93.2866515031219,-0.49213347415792813,-6.076054386574235,5.785302168078398,-892.023372160689,11.512278519358636,182.14393045926576,-16.681726251300468,0.773382120926869,57.80152729948349,-4.9707909378476,-1280.8569937802074,-19.630790681580454,-0.49213347415792813,0.21111339420229158,14.541873014635092,4.9707909378476,-85.95334924954079,352.26527979230303,-46.920503796223514,352.26527979230303,-4.9707909378476,33.97389825790707,21.271005678368955,6.00114014616233,-10.33203932001719,-82.09898046221159,-352.26527979230303,-27.3608827675901,12.521379524440537,-21.271005678368955,4.9707909378476,718.3012313350258,-24.151596676121564,-32.13356789957769,-82.09898046221159,-68.63569172562806,878.8115490713377,9.884386484576645,-6.947169895621942,-16.112803052459277,-4.9707909378476,-258.58860209671195,-45.5603747247011,5.155999344952272,-10.246620847451467,-8.636842369892683,7.902576635299399,7.535764091451706,-29.512599171518918,-108.38841403379946,-230.79048018769984,0.49213347415792813,-7.626536179389554,73.60440445877876,-10.41876405784684,-701.8077492462253,128.84692159001884,-23.939255629678712,19.622215439486183,94.11600611969438,-11.341792899774452,-65.8551400509843,34.7168534781194,669.0115216389427,-268.8518250024979,-1280.8569937802074,-17.109320169206704,-21.271005678368955,-37.13595979609083,-43.264953018719716,-4.9707909378476,39.094767577790506,9.687330169911093,-43.94079697010116,-37.614524427383266,31.679355483309166,36.06963290190963,15.301664018181135,6.9608147239816915,4.350254617562031,237.4633045622433,34.7168534781194,13.260208934932013,260.7862588486671,-19.630790681580454,-22.96097390547461
221.9996937873756,-128.71992340870978,-103.23770981891033,77.04805221570672,-284.52815378069363,-299.2870405776708,81.76552086500217,445.47099355485335,147.9510690551462,85.96644489070329,0.48124722942400666,-188.58380854436498,-257.48809598664866,-126.84139929058801,276.0664585264911,-194.93317659619936,16.303307827271446,-62.12733158168493,-262.71435627112214,-258.7786633810153,-6.732410246448367,16.592146854151537,91.45084501980539,53.70944491243151,-93.02710989726693,172.8354875709463,276.0664585264911,9.389534456530622,60.35751924813942,-53.70944491243151,134.70488353536993,-382.13791583645815,155.52897599049658,-382.13791583645815,53.70944491243151,-133.785886005971,-15.402469739607263,4.158406982446577,86.67268788724482,247.3649966152512,382.13791583645815,116.58620816755146,-98.9837918555727,15.402469739607263,-53.70944491243151,157.17747167571167,70.29439815111311,-34.8165820850144,247.3649966152512,97.36199884226147,24.347055756073914,-109.68518312731501,-143.0421203002534,170.8536495012101,53.70944491243151,389.6298342151927,22.576560857764683,-108.64559137799358,-58.62749842992048,-81.5315037383895,105.14085825402007,-59.59912290430823,-126.50696816777645,90.72306330790832,186.0431863923405,-276.0664585264911,60.220613423282806,-252.2956012316671,77.04805221570672,-147.5517030856945,-188.10302545988355,112.67597517334805,5.973149760684784,-165.7611167456268,-300.6090584075579,3.5056232635977445,-92.8236850140193,120.79901023621429,331.46906428556775,-93.02710989726693,142.2623728664444,15.402469739607263,234.45270884977757,222.20342576842367,53.70944491243151,-41.56173993236005,143.15762852101318,15.52093580784302,14.278796125831565,-126.74148524921335,-14.783227950819352,-64.06343400878056,92.70596159932444,82.19668051084264,-304.6077192009739,-92.8236850140193,-186.30638796288818,-277.39981505046,172.8354875709463,-63.33060562386599
-94.56043379473422,37.6059321644796,-72.46361013318497,-43.8163359610676,108.63761883477459,119.30613377565871,-64.12746954424556,-117.16331711249617,-6.268616822797932,-3.035010977392376,13.163716967213881,-129.17503901161058,45.93658378567957,22.97480768827111,-51.706687548352186,-23.77230486814088,4.124050687991168,-76.20785415306878,-15.645164051026864,95.60878584743945,-44.34298545534578,-5.701595785561323,51.7996386225223,6.254993311770911,-113.00929485978345,70.13892865262042,-51.706687548352186,23.151625708879617,-67.5568253075833,-6.254993311770911,-17.4855643000849,165.962131463968,-12.564728617271838,165.962131463968,6.254993311770911,20.71149582964286,74.24380350433437,4.0219082295787425,19.306138632524885,0.8766440908041329,-165.962131463968,-40.20308328772035,-2.212616029759266,-74.24380350433437,-6.254993311770911,104.2358765462094,-55.99425481964451,-3.4805133848062626,0.8766440908041329,-77.61335894045901,72.6496928608033,-43.27066699516173,6.206929548038634,49.76151883249022,6.254993311770911,-64.66740610343861,-55.92762275690136,-7.535106115710842,-43.62760499300658,7.866998220839108,18.730895129604157,39.319572008989695,-33.384522921224054,-40.87896333613837,-100.56806173462344,51.706687548352186,-39.60322989229594,48.10792445534635,-43.8163359610676,-35.54672268666339,29.066382703938405,-33.75263801547038,15.654923714685893,83.5654637140535,43.56742487757239,-58.54437052398791,-9.30520335626391,33.45764438894173,-108.14058595588338,-113.00929485978345,-56.3101314466702,-74.24380350433437,-11.529222682053302,20.556385687377727,6.254993311770911,-21.90878899841911,-17.46949117101334,-63.867768673890914,-43.748474156804,26.650122444181466,29.906906744144507,6.29350126623031,9.205684598436777,15.298732985729549,91.0805808439746,-9.30520335626391,42.29119451408952,168.9149761685984,70.13892865262042,-28.74643068040331
-115.67667131459945,-110.57782576401594,-17.775493619669113,-56.447265998399445,67.45137947905073,24.05070336726534,-7.104269944010717,-178.81053805021492,40.82491875160665,0.8832921111401334,-1.3831313208683902,-239.43239319415227,-22.47429956606144,-24.27775466489369,41.75987363705234,-45.05147030628204,2.2038999394055203,-124.57402495691164,-112.09357963305996,50.736698875482475,-126.13795660157948,-0.6848101899644168,45.539475749966854,16.97051464095238,-184.05706361539865,154.88154370410618,41.75987363705234,35.27207246472623,-61.94927694053097,-16.97051464095238,33.19205286249245,162.14704992823417,72.02025601920246,162.14704992823417,16.97051464095238,-61.4891514293772,33.495497484360804,5.913390947890149,-6.488312849804911,-90.46903949178507,-162.14704992823417,-46.85921442411785,-12.512864880676258,-33.495497484360804,-16.97051464095238,196.1601152734175,-23.713248511715964,-54.01602813252525,-90.46903949178507,86.63168010525995,113.37108631166065,65.77254202578877,-69.34339768211879,-46.84425264376601,16.97051464095238,-1.0031621443157945,-1.5604868696197483,-81.76056759619016,-127.21892561482147,-46.43700144371783,13.981790102729267,36.81671314336094,-31.00181199367689,16.791129612086397,-202.53107767020555,-41.75987363705234,-37.36007898883109,-50.46379081214066,-56.447265998399445,-70.08034453949324,-41.36693886270645,34.954704647843556,0.80282744213008606,27.25703336258668,-77.91677213013607,37.604281029765005,23.60848399654604,120.12942564874821,-129.2583919915632,-184.05706361539865,15.031772004165425,-33.495497484360804,-7.936842745115156,-52.41720982707538,16.97051464095238,-56.59937729632613,-43.195419669283815,5.671460303566121,-3.468818761393549,-123.72394542573673,20.300162617276037,2.752042538446072,-82.90180013909628,9.132522734863166,143.3523189501835,23.60848399654604,-10.131944227683121,137.03692016369777,154.88154370410618,-18.461174191641177
